month,state,district,activity_total,enrol_total,demo_total,bio_total,age_0_5,age_5_17,age_18_greater
2025-03-01,Assam,Nagaon,27850.0,56.0,17939.0,9855.0,19.0,15.0,22.0
2025-03-01,Assam,Nalbari,8781.0,0.0,5167.0,3614.0,0.0,0.0,0.0
2025-03-01,Assam,North Cachar Hills,905.0,0.0,722.0,183.0,0.0,0.0,0.0
2025-03-01,Assam,Sibsagar,3046.0,0.0,1606.0,1440.0,0.0,0.0,0.0
2025-03-01,Assam,Sonitpur,14931.0,81.0,10598.0,4252.0,10.0,28.0,43.0
2025-03-01,Assam,South Salmara Mankachar,3732.0,0.0,3350.0,382.0,0.0,0.0,0.0
2025-03-01,Assam,Tinsukia,11269.0,355.0,8285.0,2629.0,84.0,170.0,101.0
2025-03-01,Assam,Udalguri,9899.0,90.0,5236.0,4573.0,10.0,46.0,34.0
2025-03-01,Assam,West Karbi Anglong,886.0,0.0,416.0,470.0,0.0,0.0,0.0
2025-03-01,Bihar,Araria,68541.0,0.0,35481.0,33060.0,0.0,0.0,0.0
2025-03-01,Bihar,Arwal,11999.0,0.0,6519.0,5480.0,0.0,0.0,0.0
2025-03-01,Bihar,Aurangabad,45263.0,0.0,26486.0,18777.0,0.0,0.0,0.0
2025-03-01,Bihar,Banka,48386.0,0.0,25453.0,22933.0,0.0,0.0,0.0
2025-03-01,Bihar,Begusarai,61139.0,0.0,32083.0,29056.0,0.0,0.0,0.0
2025-03-01,Bihar,Bhagalpur,81749.0,71.0,42302.0,39376.0,13.0,40.0,18.0
2025-03-01,Bihar,Bhojpur,58149.0,0.0,32015.0,26134.0,0.0,0.0,0.0
2025-03-01,Bihar,Buxar,32256.0,0.0,20012.0,12244.0,0.0,0.0,0.0
2025-03-01,Bihar,Darbhanga,66362.0,0.0,31086.0,35276.0,0.0,0.0,0.0
2025-03-01,Bihar,East Champaran,92755.0,0.0,51205.0,41550.0,0.0,0.0,0.0
2025-03-01,Bihar,Gaya,108390.0,0.0,55752.0,52638.0,0.0,0.0,0.0
2025-03-01,Bihar,Gopalganj,42188.0,0.0,24838.0,17350.0,0.0,0.0,0.0
2025-03-01,Bihar,Jamui,33828.0,0.0,16679.0,17149.0,0.0,0.0,0.0
2025-03-01,Bihar,Jehanabad,19185.0,0.0,9886.0,9299.0,0.0,0.0,0.0
2025-03-01,Bihar,Kaimur (Bhabua),25622.0,0.0,9575.0,16047.0,0.0,0.0,0.0
2025-03-01,Bihar,Katihar,73280.0,0.0,35927.0,37353.0,0.0,0.0,0.0
2025-03-01,Bihar,Khagaria,27509.0,0.0,14158.0,13351.0,0.0,0.0,0.0
2025-03-01,Bihar,Kishanganj,52090.0,0.0,26827.0,25263.0,0.0,0.0,0.0
2025-03-01,Bihar,Lakhisarai,18428.0,0.0,8695.0,9733.0,0.0,0.0,0.0
2025-03-01,Bihar,Madhepura,41020.0,0.0,18932.0,22088.0,0.0,0.0,0.0
2025-03-01,Bihar,Madhubani,93502.0,330.0,44902.0,48270.0,46.0,235.0,49.0
2025-03-01,Bihar,Munger,24942.0,0.0,14355.0,10587.0,0.0,0.0,0.0
2025-03-01,Bihar,Muzaffarpur,87835.0,74.0,47274.0,40487.0,24.0,40.0,10.0
2025-03-01,Bihar,Nalanda,45239.0,0.0,23874.0,21365.0,0.0,0.0,0.0
2025-03-01,Bihar,Nawada,38604.0,0.0,17857.0,20747.0,0.0,0.0,0.0
2025-03-01,Bihar,Pashchim Champaran,126.0,126.0,0.0,0.0,25.0,88.0,13.0
2025-03-01,Bihar,Patna,82619.0,80.0,46778.0,35761.0,12.0,52.0,16.0
2025-03-01,Bihar,Purbi Champaran,336.0,336.0,0.0,0.0,60.0,241.0,35.0
2025-03-01,Bihar,Purnea,547.0,0.0,0.0,547.0,0.0,0.0,0.0
2025-03-01,Bihar,Purnia,64030.0,0.0,28308.0,35722.0,0.0,0.0,0.0
2025-03-01,Bihar,Rohtas,42603.0,0.0,21717.0,20886.0,0.0,0.0,0.0
2025-03-01,Bihar,Saharsa,44737.0,0.0,20311.0,24426.0,0.0,0.0,0.0
2025-03-01,Bihar,Samastipur,91178.0,0.0,48767.0,42411.0,0.0,0.0,0.0
2025-03-01,Bihar,Saran,73519.0,0.0,44772.0,28747.0,0.0,0.0,0.0
2025-03-01,Bihar,Sheikhpura,11575.0,0.0,5545.0,6030.0,0.0,0.0,0.0
2025-03-01,Bihar,Sheohar,14797.0,0.0,8575.0,6222.0,0.0,0.0,0.0
2025-03-01,Bihar,Sitamarhi,80290.0,1335.0,39740.0,39215.0,336.0,696.0,303.0
2025-03-01,Bihar,Siwan,52051.0,0.0,29321.0,22730.0,0.0,0.0,0.0
2025-03-01,Bihar,Supaul,57123.0,0.0,30981.0,26142.0,0.0,0.0,0.0
2025-03-01,Bihar,Vaishali,77362.0,0.0,42669.0,34693.0,0.0,0.0,0.0
2025-03-01,Bihar,West Champaran,80146.0,0.0,47042.0,33104.0,0.0,0.0,0.0
2025-03-01,Chandigarh,Chandigarh,18727.0,0.0,10245.0,8482.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Balod,20444.0,0.0,11740.0,8704.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Baloda Bazar,24768.0,0.0,16413.0,8355.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Balrampur,7389.0,0.0,4850.0,2539.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Bastar,19086.0,0.0,11272.0,7814.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Bemetara,21115.0,0.0,10902.0,10213.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Bijapur,9132.0,160.0,3679.0,5293.0,66.0,31.0,63.0
2025-03-01,Chhattisgarh,Bilaspur,35446.0,0.0,20497.0,14949.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Dakshin Bastar Dantewada,3147.0,0.0,1135.0,2012.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Dantewada,1450.0,0.0,405.0,1045.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Dhamtari,19433.0,0.0,10655.0,8778.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Durg,26858.0,0.0,11656.0,15202.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Gariyaband,8025.0,0.0,5184.0,2841.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Gaurela-Pendra-Marwahi,968.0,0.0,852.0,116.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Janjgir-Champa,50585.0,0.0,32096.0,18489.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Jashpur,14734.0,0.0,8344.0,6390.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Kabeerdham,6255.0,0.0,4055.0,2200.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Kanker,9563.0,0.0,4756.0,4807.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Kawardha,26354.0,0.0,18282.0,8072.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Kondagaon,4002.0,0.0,1306.0,2696.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Korba,18807.0,0.0,4950.0,13857.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Koriya,9891.0,0.0,4159.0,5732.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Mahasamund,10424.0,0.0,3440.0,6984.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,68.0,0.0,68.0,0.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,855.0,0.0,710.0,145.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Mungeli,20830.0,0.0,15651.0,5179.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Narayanpur,6374.0,0.0,2278.0,4096.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Raigarh,36789.0,0.0,21540.0,15249.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Raipur,36977.0,100.0,21209.0,15668.0,49.0,15.0,36.0
2025-03-01,Chhattisgarh,Rajnandgaon,39023.0,0.0,25132.0,13891.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Sakti,1006.0,0.0,888.0,118.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Sukma,3305.0,0.0,1687.0,1618.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Surajpur,15928.0,0.0,8212.0,7716.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Surguja,18729.0,0.0,12123.0,6606.0,0.0,0.0,0.0
2025-03-01,Chhattisgarh,Uttar Bastar Kanker,3128.0,0.0,1340.0,1788.0,0.0,0.0,0.0
2025-03-01,Dadra and Nagar Haveli and Daman and Diu,Dadra And Nagar Haveli,386.0,0.0,0.0,386.0,0.0,0.0,0.0
2025-03-01,Dadra and Nagar Haveli and Daman and Diu,Daman,752.0,0.0,606.0,146.0,0.0,0.0,0.0
2025-03-01,Dadra and Nagar Haveli and Daman and Diu,Diu,191.0,0.0,191.0,0.0,0.0,0.0,0.0
2025-03-01,Delhi,Central Delhi,22953.0,0.0,13992.0,8961.0,0.0,0.0,0.0
2025-03-01,Delhi,East Delhi,32604.0,0.0,18211.0,14393.0,0.0,0.0,0.0
2025-03-01,Delhi,Najafgarh,195.0,0.0,0.0,195.0,0.0,0.0,0.0
2025-03-01,Delhi,New Delhi,3014.0,0.0,1642.0,1372.0,0.0,0.0,0.0
2025-03-01,Delhi,North Delhi,21941.0,0.0,12421.0,9520.0,0.0,0.0,0.0
2025-03-01,Delhi,North East,7590.0,0.0,2931.0,4659.0,0.0,0.0,0.0
2025-03-01,Delhi,North East Delhi,33627.0,0.0,17867.0,15760.0,0.0,0.0,0.0
2025-03-01,Delhi,North West Delhi,139345.0,60.0,69198.0,70087.0,35.0,15.0,10.0
2025-03-01,Delhi,Shahdara,6226.0,0.0,4866.0,1360.0,0.0,0.0,0.0
2025-03-01,Delhi,South Delhi,74559.0,0.0,39444.0,35115.0,0.0,0.0,0.0
2025-03-01,Delhi,South East Delhi,59.0,0.0,0.0,59.0,0.0,0.0,0.0
2025-03-01,Delhi,South West Delhi,65574.0,0.0,36263.0,29311.0,0.0,0.0,0.0
2025-03-01,Delhi,West Delhi,85611.0,308.0,49484.0,35819.0,146.0,87.0,75.0
2025-03-01,Goa,North Goa,9452.0,0.0,4221.0,5231.0,0.0,0.0,0.0
2025-03-01,Goa,South Goa,8171.0,0.0,3350.0,4821.0,0.0,0.0,0.0
2025-03-01,Gujarat,Ahmadabad,774.0,0.0,0.0,774.0,0.0,0.0,0.0
2025-03-01,Gujarat,Ahmedabad,124227.0,0.0,64417.0,59810.0,0.0,0.0,0.0
2025-03-01,Gujarat,Amreli,17468.0,0.0,8363.0,9105.0,0.0,0.0,0.0
2025-03-01,Gujarat,Anand,29882.0,0.0,12417.0,17465.0,0.0,0.0,0.0
2025-03-01,Gujarat,Arvalli,5089.0,0.0,2091.0,2998.0,0.0,0.0,0.0
2025-03-01,Gujarat,Banas Kantha,806.0,806.0,0.0,0.0,408.0,223.0,175.0
2025-03-01,Gujarat,Banaskantha,37838.0,0.0,15638.0,22200.0,0.0,0.0,0.0
2025-03-01,Gujarat,Bharuch,31226.0,0.0,16713.0,14513.0,0.0,0.0,0.0
2025-03-01,Gujarat,Bhavnagar,37292.0,0.0,16890.0,20402.0,0.0,0.0,0.0
2025-03-01,Gujarat,Botad,5418.0,0.0,2652.0,2766.0,0.0,0.0,0.0
2025-03-01,Gujarat,Chhotaudepur,7426.0,0.0,3233.0,4193.0,0.0,0.0,0.0
2025-03-01,Gujarat,Dahod,35142.0,0.0,13729.0,21413.0,0.0,0.0,0.0
2025-03-01,Gujarat,Devbhumi Dwarka,4780.0,0.0,1678.0,3102.0,0.0,0.0,0.0
2025-03-01,Gujarat,Dohad,2952.0,110.0,962.0,1880.0,32.0,37.0,41.0
2025-03-01,Gujarat,Gandhinagar,26180.0,0.0,14153.0,12027.0,0.0,0.0,0.0
2025-03-01,Gujarat,Gir Somnath,7958.0,0.0,3124.0,4834.0,0.0,0.0,0.0
2025-03-01,Gujarat,Jamnagar,24725.0,0.0,13033.0,11692.0,0.0,0.0,0.0
2025-03-01,Gujarat,Junagadh,25818.0,0.0,10958.0,14860.0,0.0,0.0,0.0
2025-03-01,Gujarat,Kachchh,31017.0,56.0,12615.0,18346.0,33.0,13.0,10.0
2025-03-01,Gujarat,Kheda,41949.0,0.0,20236.0,21713.0,0.0,0.0,0.0
2025-03-01,Gujarat,Mahesana,31916.0,0.0,15159.0,16757.0,0.0,0.0,0.0
2025-03-01,Gujarat,Mahisagar,6411.0,0.0,1948.0,4463.0,0.0,0.0,0.0
2025-03-01,Gujarat,Morbi,6942.0,71.0,2905.0,3966.0,36.0,12.0,23.0
2025-03-01,Gujarat,Narmada,11875.0,0.0,4037.0,7838.0,0.0,0.0,0.0
2025-03-01,Gujarat,Navsari,18741.0,0.0,11154.0,7587.0,0.0,0.0,0.0
2025-03-01,Gujarat,Panchmahals,22919.0,0.0,7568.0,15351.0,0.0,0.0,0.0
2025-03-01,Gujarat,Patan,16997.0,190.0,7318.0,9489.0,141.0,26.0,23.0
2025-03-01,Gujarat,Porbandar,9032.0,0.0,4126.0,4906.0,0.0,0.0,0.0
2025-03-01,Gujarat,Rajkot,49175.0,0.0,24607.0,24568.0,0.0,0.0,0.0
2025-03-01,Gujarat,Sabarkantha,27884.0,0.0,13409.0,14475.0,0.0,0.0,0.0
2025-03-01,Gujarat,Surat,105497.0,0.0,63469.0,42028.0,0.0,0.0,0.0
2025-03-01,Gujarat,Surendra Nagar,32711.0,0.0,13714.0,18997.0,0.0,0.0,0.0
2025-03-01,Gujarat,Tapi,10677.0,0.0,4187.0,6490.0,0.0,0.0,0.0
2025-03-01,Gujarat,The Dangs,5985.0,0.0,1884.0,4101.0,0.0,0.0,0.0
2025-03-01,Gujarat,Vadodara,63835.0,89.0,30632.0,33114.0,36.0,43.0,10.0
2025-03-01,Gujarat,Valsad,31678.0,0.0,15359.0,16319.0,0.0,0.0,0.0
2025-03-01,Haryana,Ambala,14746.0,0.0,4600.0,10146.0,0.0,0.0,0.0
2025-03-01,Haryana,Bhiwani,21748.0,0.0,5951.0,15797.0,0.0,0.0,0.0
2025-03-01,Haryana,Charkhi Dadri,3626.0,0.0,2426.0,1200.0,0.0,0.0,0.0
2025-03-01,Haryana,Faridabad,42594.0,150.0,24157.0,18287.0,80.0,60.0,10.0
2025-03-01,Haryana,Fatehabad,21607.0,0.0,7920.0,13687.0,0.0,0.0,0.0
2025-03-01,Haryana,Gurgaon,34155.0,0.0,21433.0,12722.0,0.0,0.0,0.0
2025-03-01,Haryana,Gurugram,50.0,50.0,0.0,0.0,18.0,19.0,13.0
2025-03-01,Haryana,Hisar,24874.0,0.0,10824.0,14050.0,0.0,0.0,0.0
2025-03-01,Haryana,Jhajjar,14739.0,0.0,6708.0,8031.0,0.0,0.0,0.0
2025-03-01,Haryana,Jind,18263.0,0.0,6628.0,11635.0,0.0,0.0,0.0
2025-03-01,Haryana,Kaithal,23383.0,0.0,9104.0,14279.0,0.0,0.0,0.0
2025-03-01,Haryana,Karnal,27437.0,0.0,10319.0,17118.0,0.0,0.0,0.0
2025-03-01,Haryana,Kurukshetra,17952.0,0.0,5618.0,12334.0,0.0,0.0,0.0
2025-03-01,Haryana,Mahendragarh,11308.0,0.0,5244.0,6064.0,0.0,0.0,0.0
2025-03-01,Haryana,Mewat,17261.0,0.0,8505.0,8756.0,0.0,0.0,0.0
2025-03-01,Haryana,Palwal,20328.0,0.0,11004.0,9324.0,0.0,0.0,0.0
2025-03-01,Haryana,Panchkula,12444.0,0.0,6478.0,5966.0,0.0,0.0,0.0
2025-03-01,Haryana,Panipat,14337.0,0.0,3229.0,11108.0,0.0,0.0,0.0
2025-03-01,Haryana,Rewari,12137.0,0.0,6077.0,6060.0,0.0,0.0,0.0
2025-03-01,Haryana,Rohtak,15111.0,0.0,4054.0,11057.0,0.0,0.0,0.0
2025-03-01,Haryana,Sirsa,19009.0,0.0,7796.0,11213.0,0.0,0.0,0.0
2025-03-01,Haryana,Sonipat,23542.0,0.0,9880.0,13662.0,0.0,0.0,0.0
2025-03-01,Haryana,Yamuna Nagar,22544.0,0.0,9308.0,13236.0,0.0,0.0,0.0
2025-03-01,Haryana,Yamunanagar,104.0,0.0,0.0,104.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Bilaspur,4439.0,0.0,1021.0,3418.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Chamba,10881.0,0.0,4944.0,5937.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Hamirpur,4529.0,0.0,859.0,3670.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Kangra,24545.0,0.0,8772.0,15773.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Kinnaur,395.0,0.0,0.0,395.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Kullu,4990.0,0.0,1704.0,3286.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Mandi,14568.0,0.0,4102.0,10466.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Shimla,8825.0,0.0,3186.0,5639.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Sirmaur,11840.0,0.0,4288.0,7552.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Solan,6232.0,0.0,1828.0,4404.0,0.0,0.0,0.0
2025-03-01,Himachal Pradesh,Una,6000.0,0.0,1097.0,4903.0,0.0,0.0,0.0
